cell_r,cell_c,lon,lat,yield_2021_tha,n_px,elevation_m,bdod,cec,clay,nitrogen,phh2o,sand,silt,soc,bio_1,bio_4,bio_5,bio_12,bio_15,bio_10
2,15,116.954875,40.025625000000005,5.451,49,27.0,135.0,,,,,,,143.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
2,16,116.957125,40.025625000000005,5.383,29,29.0,135.0,,,,,,,143.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
2,20,116.966125,40.025625000000005,5.475,18,31.0,135.0,,,,,,,143.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
2,42,117.015625,40.025625000000005,6.017,17,22.0,134.0,,,,,,,133.0,11.576666831970215,1128.4345703125,30.284000396728516,531.0,139.8108673095703,24.695999145507812
2,43,117.017875,40.025625000000005,6.017,38,23.0,134.0,,,,,,,133.0,11.576666831970215,1128.4345703125,30.284000396728516,531.0,139.8108673095703,24.695999145507812
2,52,117.038125,40.025625000000005,6.017,41,27.0,134.0,,,,,,,133.0,11.576666831970215,1128.4345703125,30.284000396728516,531.0,139.8108673095703,24.695999145507812
2,54,117.042625,40.025625000000005,6.02,48,24.0,134.0,,,,,,,133.0,11.63599967956543,1129.246826171875,30.371999740600586,534.0,138.50909423828125,24.77199935913086
2,55,117.044875,40.025625000000005,6.017,53,24.0,134.0,,,,,,,133.0,11.63599967956543,1129.246826171875,30.371999740600586,534.0,138.50909423828125,24.77199935913086
2,56,117.047125,40.025625000000005,6.017,47,25.0,134.0,,,,,,,133.0,11.63599967956543,1129.246826171875,30.371999740600586,534.0,138.50909423828125,24.77199935913086
2,57,117.049375,40.025625000000005,6.01,27,25.0,134.0,,,,,,,133.0,11.63599967956543,1129.246826171875,30.371999740600586,534.0,138.50909423828125,24.77199935913086
2,58,117.051625,40.025625000000005,5.99,28,25.0,134.0,,,,,,,133.0,11.63599967956543,1129.246826171875,30.371999740600586,534.0,138.50909423828125,24.77199935913086
2,59,117.053875,40.025625000000005,5.988,28,24.0,,189.0,216.0,,79.0,404.0,380.0,,11.63599967956543,1129.246826171875,30.371999740600586,534.0,138.50909423828125,24.77199935913086
2,127,117.206875,40.025625000000005,5.585,17,82.0,132.0,218.0,236.0,,74.0,372.0,392.0,262.0,11.007166862487793,1123.406494140625,29.579999923706055,554.0,134.50889587402344,24.04866600036621
3,2,116.925625,40.027875,5.14,34,31.0,,177.0,257.0,,79.0,361.0,382.0,,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
3,5,116.932375,40.027875,5.541,30,27.0,,177.0,257.0,,79.0,361.0,382.0,,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
3,6,116.934625,40.027875,5.247,19,28.0,,177.0,257.0,,79.0,361.0,382.0,,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
3,7,116.936875,40.027875,5.222,43,28.0,,177.0,257.0,,79.0,361.0,382.0,,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
3,9,116.941375,40.027875,5.595,26,30.0,135.0,,,,,,,143.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
3,10,116.943625,40.027875,6.01,79,26.0,135.0,,,,,,,143.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
