lon,lat,extreme_Tmax_proxy,extreme_Tmin_proxy,extreme_Prec_proxy,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,prec_01,prec_02,prec_03,prec_04,prec_05,prec_06,prec_07,prec_08,prec_09,prec_10,prec_11,prec_12,tavg_01,tavg_02,tavg_03,tavg_04,tavg_05,tavg_06,tavg_07,tavg_08,tavg_09,tavg_10,tavg_11,tavg_12,GDD_01,GDD_02,GDD_03,GDD_04,GDD_05,GDD_06,GDD_07,GDD_08,GDD_09,GDD_10,GDD_11,GDD_12,GDD_gs,GDD_annual,elevation_m,slope_deg,aspect_deg,clay_pct,sand_pct,silt_pct,soc_dgkg,bdod_kgdm3,cec_cmolkg,ph,nitrogen_cgkg
117.3125,40.2708,28.1320,-12.9640,187.0000,9.5135,11.5903,28.2031,1119.6958,28.1320,-12.9640,41.0960,22.5353,-5.0800,22.5353,-5.0800,545.0000,187.0000,3.0000,132.1195,407.0000,9.0000,407.0000,9.0000,3.0000,3.0000,7.0000,16.0000,34.0000,73.0000,187.0000,147.0000,49.0000,17.0000,6.0000,3.0000,-6.8840,-3.8240,2.7760,11.3000,17.1600,21.4840,23.6160,22.5160,17.4000,10.8880,2.2440,-4.5320,0.0000,0.0000,0.0000,39.0000,221.9600,344.5200,422.0960,387.9960,222.0000,27.5280,0.0000,0.0000,1637.5720,1665.1000,408.1486,16.4663,129.2004,16.8000,43.1000,40.1000,428.0000,1.2400,19.3000,7.0000,42.8000
117.3542,40.2708,27.5040,-13.5120,186.0000,8.8835,11.5670,28.2012,1117.1729,27.5040,-13.5120,41.0160,21.8933,-5.6633,21.8933,-5.6633,554.0000,186.0000,3.0000,129.5822,409.0000,10.0000,409.0000,10.0000,3.0000,4.0000,8.0000,17.0000,36.0000,75.0000,186.0000,148.0000,50.0000,18.0000,6.0000,3.0000,-7.4360,-4.4560,2.1120,10.6200,16.4800,20.8200,22.9800,21.8880,16.7520,10.3040,1.6440,-5.0960,0.0000,0.0000,0.0000,18.6000,200.8800,324.6000,402.3800,368.5280,202.5600,9.4240,0.0000,0.0000,1517.5480,1526.9720,529.3122,18.4903,235.4405,16.2000,46.7000,37.1000,400.0000,1.2600,19.9000,7.1000,40.0000
117.3958,40.2708,27.2000,-13.9200,185.0000,8.5242,11.6357,28.2969,1117.4526,27.2000,-13.9200,41.1200,21.5527,-6.0213,21.5527,-6.0213,557.0000,185.0000,3.0000,128.7974,410.0000,10.0000,410.0000,10.0000,3.0000,4.0000,8.0000,18.0000,36.0000,76.0000,185.0000,149.0000,51.0000,18.0000,6.0000,3.0000,-7.7960,-4.8160,1.7440,10.2360,16.1200,20.4560,22.6560,21.5400,16.3600,9.9240,1.2880,-5.4560,0.0000,0.0000,0.0000,7.0800,189.7200,313.6800,392.3360,357.7400,190.8000,0.0000,0.0000,0.0000,1451.3561,1451.3561,615.2847,18.4554,50.5442,15.9000,48.2000,36.0000,435.0000,1.2400,19.6000,7.0000,43.5000
117.4375,40.2708,28.0000,-13.4120,186.0000,9.2840,11.7567,28.3895,1126.0802,28.0000,-13.4120,41.4120,22.3760,-5.4100,22.3760,-5.4100,549.0000,186.0000,3.0000,130.6712,407.0000,10.0000,407.0000,10.0000,3.0000,4.0000,8.0000,17.0000,35.0000,73.0000,186.0000,148.0000,49.0000,17.0000,6.0000,3.0000,-7.2560,-4.1360,2.5600,11.1160,16.9800,21.2800,23.4680,22.3920,17.1920,10.6680,2.0000,-4.8480,0.0000,0.0000,0.0000,33.4800,216.3800,338.4000,417.5080,384.1520,215.7600,20.7080,0.0000,0.0000,1605.6800,1626.3880,419.1063,17.9039,113.0210,15.9000,47.5000,36.5000,457.0000,1.2300,19.8000,6.9000,45.7000
117.4792,40.2708,27.9600,-13.6400,185.0000,9.2253,11.8467,28.4776,1129.1898,27.9600,-13.6400,41.6000,22.3407,-5.5200,22.3407,-5.5200,549.0000,185.0000,3.0000,130.5534,407.0000,10.0000,407.0000,10.0000,3.0000,4.0000,8.0000,17.0000,35.0000,73.0000,185.0000,149.0000,49.0000,17.0000,6.0000,3.0000,-7.3720,-4.2000,2.4920,11.0720,16.9520,21.2600,23.4240,22.3640,17.1520,10.6200,1.9400,-4.9680,0.0000,0.0000,0.0000,32.1600,215.5120,337.8000,416.1440,383.2840,214.5600,19.2200,0.0000,0.0000,1599.4600,1618.6800,419.5739,15.2551,280.0312,15.5000,44.4000,40.0000,464.0000,1.2200,19.8000,6.8000,46.4000
117.5208,40.2708,27.4840,-14.0920,186.0000,8.7315,11.7763,28.3248,1129.6954,27.4840,-14.0920,41.5760,21.8673,-6.0067,21.8673,-6.0067,558.0000,186.0000,3.0000,129.5487,412.0000,10.0000,412.0000,10.0000,3.0000,4.0000,8.0000,18.0000,36.0000,75.0000,186.0000,151.0000,50.0000,18.0000,6.0000,3.0000,-7.8360,-4.7320,1.9400,10.5040,16.4560,20.7720,22.9600,21.8760,16.6800,10.1560,1.4520,-5.4520,0.0000,0.0000,0.0000,15.1200,200.1360,323.1600,401.7600,368.1560,200.4000,4.8360,0.0000,0.0000,1508.7319,1513.5679,499.0481,13.8744,180.7456,14.6000,43.2000,42.3000,517.0000,1.2000,19.7000,6.7000,51.7000
116.8125,40.2292,30.2880,-11.6040,190.0000,11.4060,12.2693,29.2880,1124.4950,30.2880,-11.6040,41.8920,24.4740,-3.2347,24.4740,-3.2347,522.0000,190.0000,3.0000,136.3769,396.0000,11.0000,396.0000,11.0000,4.0000,3.0000,6.0000,13.0000,30.0000,68.0000,190.0000,138.0000,45.0000,16.0000,5.0000,4.0000,-5.2080,-1.6680,5.0080,13.4920,19.2040,23.6880,25.5720,24.2000,19.2000,12.5280,3.6880,-2.8360,0.0000,0.0000,0.0000,104.7600,285.3240,410.6400,482.7320,440.2000,276.0000,78.3680,0.0000,0.0000,1999.6561,2078.0241,52.4041,0.9380,123.6650,17.2000,45.9000,36.8000,226.0000,1.3100,17.8000,7.6000,22.6000
116.8542,40.2292,30.1360,-11.3000,189.0000,11.4118,12.0537,29.0898,1118.9941,30.1360,-11.3000,41.4360,24.4153,-3.1520,24.4153,-3.1520,518.0000,189.0000,3.0000,136.6898,394.0000,11.0000,394.0000,11.0000,4.0000,3.0000,6.0000,12.0000,30.0000,68.0000,189.0000,137.0000,44.0000,16.0000,5.0000,4.0000,-5.0640,-1.6520,4.9760,13.4640,19.1720,23.6000,25.4680,24.1840,19.1760,12.5720,3.7720,-2.7280,0.0000,0.0000,0.0000,103.9200,284.3320,408.0000,479.5080,439.7040,275.2800,79.7320,0.0000,0.0000,1990.7441,2070.4761,57.6478,1.9975,221.4875,17.9000,45.5000,36.6000,301.0000,1.2900,18.1000,7.3000,30.1000
116.8958,40.2292,29.5320,-11.5800,189.0000,10.9628,11.9743,29.1261,1113.4851,29.5320,-11.5800,41.1120,23.8833,-3.5380,23.8833,-3.5380,522.0000,189.0000,3.0000,136.2658,396.0000,10.0000,396.0000,10.0000,4.0000,3.0000,7.0000,13.0000,31.0000,68.0000,189.0000,139.0000,45.0000,15.0000,5.0000,3.0000,-5.4200,-2.1440,4.4640,12.9720,18.7320,23.0640,24.9000,23.7000,18.7080,12.1720,3.4680,-3.0480,0.0000,0.0000,0.0000,89.1600,270.6920,391.9200,461.9000,424.7000,261.2400,67.3320,0.0000,0.0000,1899.6120,1966.9440,162.6351,9.5237,207.7399,18.9000,44.0000,37.1000,351.0000,1.2800,19.2000,7.1000,35.1000
116.9375,40.2292,29.2840,-11.8000,190.0000,10.7170,11.9073,28.9829,1114.0333,29.2840,-11.8000,41.0840,23.6433,-3.7980,23.6433,-3.7980,525.0000,190.0000,3.0000,136.3183,398.0000,10.0000,398.0000,10.0000,4.0000,3.0000,7.0000,13.0000,31.0000,68.0000,190.0000,140.0000,46.0000,15.0000,5.0000,3.0000,-5.6880,-2.4240,4.1680,12.7040,18.4840,22.7480,24.6600,23.4920,18.4800,11.9480,3.2800,-3.2920,0.0000,0.0000,0.0000,81.1200,263.0040,382.4400,454.4600,418.2520,254.4000,60.3880,0.0000,0.0000,1853.6760,1914.0640,209.5252,10.1270,198.7997,18.6000,44.4000,36.9000,321.0000,1.2800,19.7000,7.1000,32.1000
116.9792,40.2292,29.3400,-11.8560,190.0000,10.7363,11.8547,28.7763,1117.1008,29.3400,-11.8560,41.1960,23.7013,-3.8240,23.7013,-3.8240,526.0000,190.0000,3.0000,135.9708,398.0000,10.0000,398.0000,10.0000,4.0000,3.0000,7.0000,13.0000,31.0000,68.0000,190.0000,140.0000,46.0000,16.0000,5.0000,3.0000,-5.7280,-2.4320,4.2000,12.7520,18.5120,22.7600,24.7560,23.5920,18.5120,11.9640,3.2920,-3.3120,0.0000,0.0000,0.0000,82.5600,263.8720,382.8000,457.4360,421.3520,255.3600,60.8840,0.0000,0.0000,1863.3801,1924.2640,191.6255,11.0772,104.7422,17.9000,45.4000,36.6000,272.0000,1.2900,19.4000,7.2000,27.2000
117.0208,40.2292,29.7680,-11.6760,189.0000,11.1413,11.9720,28.8872,1121.5060,29.7680,-11.6760,41.4440,24.1427,-3.4927,24.1427,-3.4927,519.0000,189.0000,3.0000,136.9496,394.0000,10.0000,394.0000,10.0000,4.0000,3.0000,6.0000,13.0000,30.0000,66.0000,189.0000,139.0000,45.0000,16.0000,5.0000,3.0000,-5.4440,-2.0160,4.6680,13.2640,18.9480,23.1640,25.1840,24.0680,18.9200,12.3120,3.6240,-3.0080,0.0000,0.0000,0.0000,97.9200,277.3880,394.9200,470.7040,436.1080,267.6000,71.6720,0.0000,0.0000,1944.6400,2016.3120,74.5256,3.4692,175.0062,17.1000,46.9000,36.0000,201.0000,1.3100,19.6000,7.5000,20.1000
117.0625,40.2292,29.4760,-11.7680,188.0000,10.9142,11.8670,28.7727,1117.6938,29.4760,-11.7680,41.2440,23.8767,-3.6700,23.8767,-3.6700,520.0000,188.0000,3.0000,136.7065,395.0000,10.0000,395.0000,10.0000,4.0000,3.0000,6.0000,13.0000,30.0000,67.0000,188.0000,140.0000,46.0000,15.0000,5.0000,3.0000,-5.6000,-2.2360,4.4280,12.9800,18.6960,22.9160,24.9160,23.8000,18.6640,12.1280,3.4640,-3.2000,0.0000,0.0000,0.0000,89.4000,269.5760,387.4800,462.3960,427.8000,259.9200,65.9680,0.0000,0.0000,1896.5719,1962.5400,139.6051,8.5352,235.9415,17.5000,47.9000,34.7000,216.0000,1.3000,19.2000,7.4000,21.6000
117.1042,40.2292,28.9520,-12.0000,189.0000,10.4600,11.7040,28.5798,1113.5997,28.9520,-12.0000,40.9520,23.3867,-4.0640,23.3867,-4.0640,530.0000,189.0000,3.0000,135.5735,401.0000,9.0000,401.0000,9.0000,3.0000,3.0000,7.0000,14.0000,31.0000,69.0000,189.0000,143.0000,47.0000,16.0000,5.0000,3.0000,-5.9360,-2.7000,3.9240,12.3920,18.1600,22.4280,24.4320,23.3080,18.2280,11.7600,3.0880,-3.5600,0.0000,0.0000,0.0000,71.7600,252.9600,372.8400,447.3920,412.5480,246.8400,54.5600,0.0000,0.0000,1804.3400,1858.9000,260.0592,14.5556,211.1849,18.2000,47.8000,34.1000,310.0000,1.2800,18.1000,7.2000,31.0000
117.1458,40.2292,28.7080,-12.0880,190.0000,10.2455,11.5430,28.2944,1112.6576,28.7080,-12.0880,40.7960,23.1733,-4.2587,23.1733,-4.2587,534.0000,190.0000,3.0000,135.2367,403.0000,9.0000,403.0000,9.0000,3.0000,3.0000,7.0000,15.0000,32.0000,69.0000,190.0000,144.0000,47.0000,16.0000,5.0000,3.0000,-6.1000,-2.9600,3.6400,12.1000,17.8960,22.1760,24.2200,23.1320,18.0600,11.5840,2.9280,-3.7200,0.0000,0.0000,0.0000,63.0000,244.7760,365.2800,440.8200,407.0920,241.8000,49.1040,0.0000,0.0000,1762.7680,1811.8720,300.3106,16.9905,163.3858,18.2000,46.9000,35.0000,415.0000,1.2500,17.3000,7.0000,41.5000
117.1875,40.2292,28.7760,-12.0120,189.0000,10.2953,11.4493,28.0703,1114.3280,28.7760,-12.0120,40.7880,23.2480,-4.2273,23.2480,-4.2273,534.0000,189.0000,3.0000,134.8465,403.0000,9.0000,403.0000,9.0000,3.0000,3.0000,7.0000,15.0000,32.0000,70.0000,189.0000,144.0000,47.0000,16.0000,5.0000,3.0000,-6.0680,-2.9400,3.6240,12.1120,17.9120,22.2160,24.2920,23.2360,18.1520,11.6480,3.0160,-3.6640,0.0000,0.0000,0.0000,63.3600,245.2720,366.4800,443.0520,410.3160,244.5600,51.0880,0.0000,0.0000,1773.0400,1824.1280,269.0496,16.2002,194.4662,17.7000,45.5000,36.9000,439.0000,1.2500,18.0000,7.1000,43.9000
117.2292,40.2292,28.7600,-12.2280,189.0000,10.2147,11.5767,28.2440,1116.0026,28.7600,-12.2280,40.9880,23.1860,-4.3327,23.1860,-4.3327,535.0000,189.0000,3.0000,134.9245,404.0000,9.0000,404.0000,9.0000,3.0000,3.0000,7.0000,15.0000,32.0000,70.0000,189.0000,145.0000,47.0000,16.0000,5.0000,3.0000,-6.1760,-3.0480,3.5320,12.0320,17.8600,22.1480,24.2480,23.1640,18.0760,11.5640,2.9320,-3.7760,0.0000,0.0000,0.0000,60.9600,243.6600,364.4400,441.6880,408.0840,242.2800,48.4840,0.0000,0.0000,1761.1120,1809.5960,287.2764,14.4922,159.6229,17.5000,44.0000,38.5000,406.0000,1.2500,18.9000,7.3000,40.6000
117.2708,40.2292,28.9920,-12.2760,188.0000,10.3925,11.7603,28.4975,1120.8300,28.9920,-12.2760,41.2680,23.3993,-4.2353,23.3993,-4.2353,534.0000,188.0000,3.0000,134.7031,403.0000,9.0000,403.0000,9.0000,3.0000,3.0000,7.0000,15.0000,32.0000,70.0000,188.0000,145.0000,47.0000,16.0000,5.0000,3.0000,-6.1120,-2.8960,3.7400,12.2600,18.0880,22.3760,24.4640,23.3760,18.2800,11.7600,3.0800,-3.6800,0.0000,0.0000,0.0000,67.8000,250.7280,371.2800,448.3840,414.6560,248.4000,54.5600,0.0000,0.0000,1801.2480,1855.8080,233.1138,9.7179,200.3570,17.2000,42.5000,40.4000,408.0000,1.2500,19.2000,7.2000,40.8000
117.3125,40.2292,28.9680,-12.3240,188.0000,10.3633,11.7740,28.5140,1121.5914,28.9680,-12.3240,41.2920,23.3800,-4.2807,23.3800,-4.2807,535.0000,188.0000,3.0000,134.7850,404.0000,9.0000,404.0000,9.0000,3.0000,3.0000,7.0000,15.0000,32.0000,70.0000,188.0000,146.0000,47.0000,16.0000,5.0000,3.0000,-6.1760,-2.9320,3.7080,12.2280,18.0480,22.3360,24.4360,23.3680,18.2680,11.7280,3.0760,-3.7280,0.0000,0.0000,0.0000,66.8400,249.4880,370.0800,447.5160,414.4080,248.0400,53.5680,0.0000,0.0000,1796.3720,1849.9400,234.2049,10.2192,176.1205,16.8000,42.4000,40.8000,443.0000,1.2300,18.7000,7.0000,44.3000
117.3542,40.2292,28.5440,-12.5560,188.0000,9.9727,11.6493,28.3439,1118.0066,28.5440,-12.5560,41.1000,22.9620,-4.6160,22.9620,-4.6160,543.0000,188.0000,3.0000,132.9913,407.0000,9.0000,407.0000,9.0000,3.0000,3.0000,7.0000,16.0000,33.0000,72.0000,188.0000,147.0000,48.0000,17.0000,6.0000,3.0000,-6.4680,-3.3280,3.2680,11.7640,17.5880,21.8760,24.0200,22.9800,17.8880,11.3760,2.7440,-4.0520,0.0000,0.0000,0.0000,52.9200,235.2280,356.2800,434.6200,402.3800,236.6400,42.6560,0.0000,0.0000,1718.0680,1760.7240,305.8985,13.1460,234.0362,16.3000,45.8000,38.0000,484.0000,1.2300,18.5000,6.9000,48.4000
117.3958,40.2292,27.8040,-13.2360,189.0000,9.2297,11.6753,28.4487,1113.9274,27.8040,-13.2360,41.0400,22.2073,-5.2813,22.2073,-5.2813,556.0000,189.0000,3.0000,131.1232,413.0000,10.0000,413.0000,10.0000,3.0000,4.0000,8.0000,17.0000,35.0000,74.0000,189.0000,150.0000,50.0000,17.0000,6.0000,3.0000,-7.0760,-4.0520,2.4920,10.9200,16.7800,21.1000,23.2880,22.2200,17.0960,10.6200,2.0440,-4.7120,0.0000,0.0000,0.0000,27.6000,210.1800,333.0000,411.9280,378.8200,212.8800,19.2200,0.0000,0.0000,1574.4080,1593.6280,477.3033,14.8289,193.4014,15.6000,49.6000,34.8000,479.0000,1.2500,18.5000,7.0000,47.9000
117.4375,40.2292,28.2960,-12.9720,188.0000,9.6682,11.7043,28.3618,1122.7203,28.2960,-12.9720,41.2680,22.7213,-4.9840,22.7213,-4.9840,548.0000,188.0000,3.0000,132.3324,409.0000,9.0000,409.0000,9.0000,3.0000,3.0000,7.0000,17.0000,34.0000,72.0000,188.0000,149.0000,49.0000,17.0000,6.0000,3.0000,-6.8280,-3.7040,2.9400,11.4560,17.3040,21.6160,23.7880,22.7720,17.5920,11.0720,2.4440,-4.4040,0.0000,0.0000,0.0000,43.6800,226.4240,348.4800,427.4280,395.9320,227.7600,33.2320,0.0000,0.0000,1669.7040,1702.9360,351.6078,13.2502,183.7925,14.9000,53.3000,31.8000,391.0000,1.2700,17.7000,7.1000,39.1000
117.4792,40.2292,27.2920,-13.9480,188.0000,8.5898,11.6457,28.2388,1121.3778,27.2920,-13.9480,41.2400,21.6680,-6.0053,21.6680,-6.0053,563.0000,188.0000,3.0000,129.6617,416.0000,10.0000,416.0000,10.0000,3.0000,4.0000,8.0000,18.0000,37.0000,76.0000,188.0000,152.0000,50.0000,18.0000,6.0000,3.0000,-7.8000,-4.7920,1.7840,10.2600,16.1960,20.5680,22.7680,21.6800,16.5040,10.0080,1.3600,-5.4280,0.0000,0.0000,0.0000,7.8000,192.0760,317.0400,395.8080,362.0800,195.1200,0.2480,0.0000,0.0000,1469.9241,1470.1721,592.5605,19.6031,268.6335,15.1000,53.8000,31.1000,329.0000,1.2900,17.2000,7.2000,32.9000
117.5208,40.2292,27.0120,-14.1800,188.0000,8.3100,11.5147,27.9536,1123.1925,27.0120,-14.1800,41.1920,21.4080,-6.3120,21.4080,-6.3120,567.0000,188.0000,3.0000,128.8922,417.0000,10.0000,417.0000,10.0000,3.0000,4.0000,9.0000,19.0000,37.0000,76.0000,188.0000,153.0000,51.0000,18.0000,6.0000,3.0000,-8.0920,-5.1240,1.4680,9.9520,15.9000,20.2920,22.5080,21.4280,16.2400,9.7480,1.1120,-5.7120,0.0000,0.0000,0.0000,0.0000,182.9000,308.7600,387.7480,354.2680,187.2000,0.0000,0.0000,0.0000,1420.8759,1420.8759,671.1961,20.2469,306.8159,15.9000,51.1000,33.0000,374.0000,1.2800,18.3000,7.1000,37.4000
116.8125,40.1875,30.3000,-11.7280,193.0000,11.4080,12.2740,29.2043,1127.8512,30.3000,-11.7280,42.0280,24.5107,-3.2793,24.5107,-3.2793,525.0000,193.0000,3.0000,137.0158,399.0000,11.0000,399.0000,11.0000,4.0000,3.0000,7.0000,13.0000,29.0000,68.0000,193.0000,138.0000,45.0000,16.0000,5.0000,4.0000,-5.2880,-1.6960,5.0520,13.5120,19.2040,23.7000,25.6000,24.2800,19.2320,12.5000,3.6360,-2.8680,0.0000,0.0000,0.0000,105.3600,285.3240,411.0000,483.6000,442.6800,276.9600,77.5000,0.0000,0.0000,2004.9240,2082.4240,46.4334,1.0611,202.5364,18.7000,43.9000,37.4000,178.0000,1.3200,19.3000,7.8000,17.8000
116.8542,40.1875,30.2320,-11.5360,193.0000,11.4308,12.1790,29.1587,1123.6919,30.2320,-11.5360,41.7680,24.4927,-3.2007,24.4927,-3.2007,522.0000,193.0000,3.0000,137.9333,398.0000,11.0000,398.0000,11.0000,4.0000,3.0000,6.0000,12.0000,29.0000,67.0000,193.0000,138.0000,45.0000,16.0000,5.0000,4.0000,-5.1720,-1.6360,5.0960,13.5000,19.2000,23.6880,25.5760,24.2920,19.2000,12.5600,3.7240,-2.7840,0.0000,0.0000,0.0000,105.0000,285.2000,410.6400,482.8560,443.0520,276.0000,79.3600,0.0000,0.0000,2002.7481,2082.1081,45.3477,0.9120,152.4875,18.3000,43.9000,37.8000,215.0000,1.3200,19.1000,7.8000,21.5000
116.8958,40.1875,30.0680,-11.3480,193.0000,11.4118,12.0450,29.0830,1119.7162,30.0680,-11.3480,41.4160,24.4107,-3.1700,24.4107,-3.1700,519.0000,193.0000,3.0000,138.7247,397.0000,11.0000,397.0000,11.0000,4.0000,3.0000,6.0000,12.0000,29.0000,66.0000,193.0000,138.0000,44.0000,15.0000,5.0000,4.0000,-5.1160,-1.6800,4.9960,13.4680,19.1920,23.5720,25.4440,24.2280,19.1840,12.5680,3.7880,-2.7200,0.0000,0.0000,0.0000,104.0400,284.9520,407.1600,478.7640,441.0680,275.5200,79.6080,0.0000,0.0000,1991.5041,2071.1121,53.5871,2.7192,214.8618,17.7000,43.9000,38.4000,245.0000,1.3100,18.0000,7.6000,24.5000
116.9375,40.1875,29.9480,-11.4200,193.0000,11.3238,12.0277,29.0748,1119.1886,29.9480,-11.4200,41.3680,24.3093,-3.2613,24.3093,-3.2613,523.0000,193.0000,3.0000,137.9309,399.0000,11.0000,399.0000,11.0000,4.0000,3.0000,6.0000,13.0000,30.0000,67.0000,193.0000,139.0000,44.0000,15.0000,5.0000,4.0000,-5.2240,-1.7960,4.8800,13.4080,19.1240,23.4400,25.3400,24.1680,19.1080,12.4720,3.7520,-2.7880,0.0000,0.0000,0.0000,102.2400,282.8440,403.2000,475.5400,439.2080,273.2400,76.6320,0.0000,0.0000,1976.2720,2052.9040,64.0245,4.1741,165.6603,17.5000,43.6000,38.9000,270.0000,1.3000,17.0000,7.5000,27.0000
116.9792,40.1875,30.0000,-11.4360,193.0000,11.3412,11.9963,28.9515,1121.4777,30.0000,-11.4360,41.4360,24.3627,-3.2680,24.3627,-3.2680,525.0000,193.0000,3.0000,137.3269,399.0000,11.0000,399.0000,11.0000,4.0000,3.0000,6.0000,13.0000,30.0000,67.0000,193.0000,139.0000,45.0000,16.0000,5.0000,4.0000,-5.2200,-1.7960,4.8760,13.4000,19.1600,23.4520,25.4120,24.2360,19.1320,12.5080,3.7480,-2.7800,0.0000,0.0000,0.0000,102.0000,283.9600,403.5600,477.7720,441.3160,273.9600,77.7480,0.0000,0.0000,1982.5680,2060.3160,57.6848,3.1733,182.4326,17.7000,42.9000,39.5000,322.0000,1.2800,16.9000,7.6000,32.2000
117.0208,40.1875,30.1040,-11.5200,192.0000,11.3873,12.0607,28.9753,1125.1302,30.1040,-11.5200,41.6240,24.4553,-3.2673,24.4553,-3.2673,524.0000,192.0000,3.0000,137.0894,398.0000,11.0000,398.0000,11.0000,4.0000,3.0000,6.0000,13.0000,30.0000,67.0000,192.0000,139.0000,45.0000,16.0000,5.0000,4.0000,-5.2440,-1.7760,4.9240,13.4760,19.2200,23.5200,25.5120,24.3400,19.2040,12.5000,3.7640,-2.7920,0.0000,0.0000,0.0000,104.2800,285.8200,405.6000,480.8720,444.5400,276.1200,77.5000,0.0000,0.0000,1997.2320,2074.7320,40.9054,1.4667,152.0841,19.4000,41.7000,39.0000,321.0000,1.2800,18.7000,7.7000,32.1000
117.0625,40.1875,30.0480,-11.4880,191.0000,11.4015,11.9857,28.8561,1124.4911,30.0480,-11.4880,41.5360,24.4487,-3.2567,24.4487,-3.2567,522.0000,191.0000,3.0000,136.9279,396.0000,11.0000,396.0000,11.0000,4.0000,3.0000,6.0000,14.0000,30.0000,66.0000,191.0000,139.0000,44.0000,16.0000,5.0000,4.0000,-5.2280,-1.7600,4.9520,13.5200,19.2320,23.5160,25.4960,24.3360,19.2040,12.5560,3.7960,-2.7720,0.0000,0.0000,0.0000,105.6000,286.1920,405.4800,480.3760,444.4160,276.1200,79.2360,0.0000,0.0000,1998.1841,2077.4201,39.0694,1.6174,195.1292,20.6000,41.0000,38.4000,317.0000,1.2700,20.2000,7.7000,31.7000
117.1042,40.1875,29.9360,-11.4800,191.0000,11.3453,11.9307,28.8069,1123.2583,29.9360,-11.4800,41.4160,24.3713,-3.3047,24.3713,-3.3047,525.0000,191.0000,3.0000,136.5611,398.0000,11.0000,398.0000,11.0000,4.0000,3.0000,6.0000,14.0000,30.0000,67.0000,191.0000,140.0000,45.0000,16.0000,5.0000,4.0000,-5.2560,-1.8160,4.8920,13.4080,19.1560,23.4320,25.4160,24.2600,19.1520,12.5360,3.7920,-2.8320,0.0000,0.0000,0.0000,102.2400,283.8360,402.9600,477.8960,442.0600,274.5600,78.6160,0.0000,0.0000,1983.5521,2062.1681,65.8111,4.3522,189.5070,20.5000,41.0000,38.5000,370.0000,1.2500,20.5000,7.6000,37.0000
117.1458,40.1875,29.9360,-11.5240,191.0000,11.3268,11.9210,28.7530,1124.5566,29.9360,-11.5240,41.4600,24.3693,-3.3413,24.3693,-3.3413,527.0000,191.0000,3.0000,136.4524,400.0000,11.0000,400.0000,11.0000,4.0000,3.0000,6.0000,14.0000,30.0000,68.0000,191.0000,141.0000,45.0000,16.0000,5.0000,4.0000,-5.3120,-1.8720,4.8400,13.3600,19.1280,23.4200,25.4200,24.2880,19.1720,12.5560,3.7840,-2.8640,0.0000,0.0000,0.0000,100.8000,282.9680,402.6000,478.0200,442.9280,275.1600,79.2360,0.0000,0.0000,1982.4760,2061.7120,67.6048,3.6163,190.2940,20.0000,40.9000,39.1000,396.0000,1.2400,20.5000,7.6000,39.6000
117.1875,40.1875,29.9440,-11.6640,191.0000,11.2932,11.9677,28.7629,1128.5159,29.9440,-11.6640,41.6080,24.3733,-3.4327,24.3733,-3.4327,530.0000,191.0000,3.0000,135.8493,401.0000,11.0000,401.0000,11.0000,4.0000,3.0000,7.0000,14.0000,31.0000,68.0000,191.0000,142.0000,45.0000,16.0000,5.0000,4.0000,-5.3960,-1.9480,4.7880,13.3360,19.1520,23.4120,25.4000,24.2920,19.1640,12.5200,3.7400,-2.9440,0.0000,0.0000,0.0000,100.0800,283.7120,402.3600,477.4000,443.0520,274.9200,78.1200,0.0000,0.0000,1981.5240,2059.6440,60.3952,1.3784,192.9911,19.1000,42.0000,38.9000,355.0000,1.2600,20.5000,7.6000,35.5000
117.2292,40.1875,29.8400,-11.8800,190.0000,11.1593,12.0193,28.8095,1130.9235,29.8400,-11.8800,41.7200,24.2547,-3.6100,24.2547,-3.6100,533.0000,190.0000,3.0000,134.9306,402.0000,11.0000,402.0000,11.0000,4.0000,3.0000,7.0000,15.0000,31.0000,69.0000,190.0000,143.0000,46.0000,16.0000,5.0000,4.0000,-5.5800,-2.1320,4.6360,13.2080,19.0480,23.2920,25.2920,24.1800,19.0520,12.4000,3.6120,-3.1160,0.0000,0.0000,0.0000,96.2400,280.4880,398.7600,474.0520,439.5800,271.5600,74.4000,0.0000,0.0000,1960.6800,2035.0800,80.1301,1.8641,202.0137,18.1000,43.8000,38.1000,325.0000,1.2700,20.2000,7.6000,32.5000
117.2708,40.1875,29.7120,-11.9200,189.0000,11.0560,11.8873,28.5534,1130.7837,29.7120,-11.9200,41.6320,24.1467,-3.7253,24.1467,-3.7253,533.0000,189.0000,3.0000,134.7802,402.0000,11.0000,402.0000,11.0000,4.0000,3.0000,7.0000,15.0000,31.0000,69.0000,189.0000,144.0000,46.0000,16.0000,5.0000,4.0000,-5.7120,-2.2800,4.4600,13.0520,18.8840,23.1360,25.1880,24.1240,19.0000,12.3640,3.6400,-3.1760,0.0000,0.0000,0.0000,91.5600,275.4040,394.0800,470.8280,437.8440,270.0000,73.2840,0.0000,0.0000,1939.7160,2013.0000,93.8020,1.9276,200.6585,17.2000,45.3000,37.4000,307.0000,1.2700,19.5000,7.6000,30.7000
